,smbopensoft.csv,lamp.csv,thout.csv,bscwweasel.csv,retromenu.csv,extprosys.csv,capcode.csv,aufs.csv,stuproa-cims.csv,vrjuggler.csv,snakeyaml.csv,emite.csv,ta3d.csv
aufs.csv,0.77,0.69,0.58,0.67,0.39,0.8,0.66,0.01,0.81,0.65,0.65,0.78,0.68
bscwweasel.csv,0.98,0.79,0.89,0.1,0.68,1.0,0.93,0.81,0.89,0.94,0.89,1.0,0.89
capcode.csv,1.0,0.87,0.92,0.86,0.95,0.9,0.17,1.0,0.85,1.0,0.88,0.81,1.0
emite.csv,0.76,0.86,0.86,0.72,0.78,0.8,1.01,0.88,0.82,0.7,0.8,0.13,0.82
extprosys.csv,0.96,0.93,0.84,0.85,0.82,0.06,0.79,0.74,0.84,0.91,0.89,0.91,0.81
lamp.csv,0.99,0.07,0.91,0.8,0.81,0.96,0.76,0.95,0.89,0.94,0.74,1.0,0.87
retromenu.csv,0.98,0.86,0.64,0.9,0.0,1.0,0.64,0.95,0.87,1.0,0.78,0.94,0.84
smbopensoft.csv,0.04,0.79,0.46,0.79,0.45,0.89,0.59,0.66,0.77,0.7,0.36,0.81,0.72
snakeyaml.csv,0.59,0.74,0.75,0.77,0.77,0.81,0.58,0.88,0.77,0.81,0.04,0.75,0.88
stuproa-cims.csv,0.99,0.61,0.86,0.67,0.96,0.88,0.79,1.0,0.02,0.93,0.78,0.83,1.0
ta3d.csv,0.78,0.79,0.88,0.73,0.93,0.83,0.89,0.68,0.8,0.9,0.85,0.77,0.03
thout.csv,1.0,0.78,0.09,0.72,0.51,0.76,0.75,0.64,0.86,0.89,0.64,0.81,0.89
vrjuggler.csv,0.84,0.75,0.77,0.78,0.77,0.98,0.79,0.98,0.59,0.06,0.74,0.79,0.99
