,smbopensoft.csv,lamp.csv,thout.csv,bscwweasel.csv,retromenu.csv,extprosys.csv,capcode.csv,aufs.csv,stuproa-cims.csv,vrjuggler.csv,snakeyaml.csv,emite.csv,ta3d.csv
aufs.csv,1.0,6.0,2.0,20.0,6.0,0.0,11.0,0.0,1.0,3.0,2.0,1.0,1.0
bscwweasel.csv,1.0,2.0,2.0,0.0,4.0,186.0,7.0,12.0,1.0,0.0,1.0,70.0,0.0
capcode.csv,199.0,4.0,6.0,13.0,1.0,3.0,0.0,116.0,9.0,74.0,25.0,3.0,50.0
emite.csv,0.0,9.0,16.0,6.0,3.0,0.0,82.0,5.0,4.0,5.0,5.0,0.0,2.0
extprosys.csv,1.0,13.0,5.0,49.0,11.0,1.0,0.0,5.0,5.0,13.0,68.0,3.0,3.0
lamp.csv,0.0,0.0,1.0,2.0,2.0,0.0,4.0,2.0,0.0,6.0,0.0,70.0,0.0
retromenu.csv,0.0,0.0,0.0,9.0,0.0,186.0,0.0,0.0,5.0,74.0,2.0,0.0,1.0
smbopensoft.csv,0.0,40.0,3.0,29.0,2.0,0.0,6.0,1.0,0.0,9.0,3.0,1.0,2.0
snakeyaml.csv,2.0,13.0,1.0,44.0,10.0,2.0,0.0,5.0,6.0,13.0,0.0,3.0,3.0
stuproa-cims.csv,1.0,35.0,2.0,24.0,13.0,2.0,12.0,5.0,0.0,13.0,41.0,3.0,3.0
ta3d.csv,1.0,31.0,2.0,22.0,12.0,1.0,0.0,1.0,0.0,13.0,57.0,5.0,0.0
thout.csv,199.0,38.0,0.0,28.0,4.0,2.0,8.0,5.0,4.0,7.0,3.0,2.0,3.0
vrjuggler.csv,1.0,35.0,0.0,42.0,11.0,10.0,0.0,5.0,5.0,0.0,57.0,2.0,1.0
