,adaptagrams.csv,go.csv,bibedt.csv,moving-pictures.csv,libmesh.csv,glelite.csv,fulguro.csv
adaptagrams.csv,0.36,0.83,0.0,0.89,0.5,0.93,0.9
bibedt.csv,0.48,0.58,0.89,0.45,0.67,0.67,0.5
fulguro.csv,0.89,0.8,0.89,0.83,0.91,0.92,0.9
glelite.csv,0.32,0.39,0.39,0.29,0.47,0.49,0.43
go.csv,0.31,0.45,0.38,0.39,0.56,0.55,0.46
libmesh.csv,0.73,0.89,0.75,0.6,0.9,0.92,0.81
moving-pictures.csv,0.46,0.63,0.39,0.54,0.62,0.63,0.65
