,adaptagrams.csv,go.csv,bibedt.csv,moving-pictures.csv,libmesh.csv,glelite.csv,fulguro.csv
adaptagrams.csv,0.04,0.78,1.0,0.87,0.96,0.9,1.01
bibedt.csv,0.55,0.57,0.1,0.65,0.79,0.72,0.7
fulguro.csv,0.78,0.94,0.59,0.82,0.86,0.91,0.09
glelite.csv,1.0,0.96,1.0,1.0,0.98,0.0,0.95
go.csv,0.79,0.03,0.62,0.55,0.62,0.58,0.75
libmesh.csv,0.66,0.94,0.43,0.85,0.15,1.14,0.68
moving-pictures.csv,0.85,0.65,0.53,0.07,0.69,0.48,0.54
