,nsis.csv,arsenal-1.csv,jbpm.csv,neodatis-odb.csv,mediate.csv,aztec.csv,mycila.csv,rodin-b-sharp.csv
arsenal-1.csv,0.0,0.7,0.29,0.19,0.0,0.04,0.1,0.05
aztec.csv,0.09,0.63,0.15,0.43,0.36,0.75,0.2,0.14
jbpm.csv,0.0,0.67,0.77,0.11,0.03,0.0,0.0,0.03
mediate.csv,0.15,0.3,0.69,0.78,0.74,0.0,0.6,0.23
mycila.csv,1.0,0.96,0.52,0.38,0.44,1.0,0.9,0.71
neodatis-odb.csv,0.31,0.44,0.94,0.68,0.21,0.0,0.3,0.17
nsis.csv,0.7,0.41,0.88,0.57,0.95,0.08,0.8,0.87
rodin-b-sharp.csv,0.5,0.0,0.1,0.0,0.23,0.67,0.1,0.83
