,psycle.csv,ildjit.csv,jfreereport.csv,enlightenment.csv,empserver.csv,pcsx2.csv,lufa-lib.csv,cortex-vfx.csv,wikipediardware.csv
cortex-vfx.csv,0.45,0.09,0.38,0.49,0.53,0.52,0.62,0.97,0.48
empserver.csv,0.35,0.27,0.65,0.38,0.91,0.47,0.58,0.58,0.5
enlightenment.csv,0.53,0.53,0.59,0.97,0.42,0.64,0.46,0.52,0.48
ildjit.csv,0.07,0.92,0.07,0.04,0.2,0.06,0.12,0.12,0.13
jfreereport.csv,0.31,0.55,0.9,0.51,0.49,0.33,0.55,0.36,0.53
lufa-lib.csv,0.4,0.09,0.47,0.42,0.2,0.56,0.98,0.5,0.46
pcsx2.csv,0.49,0.42,0.69,0.6,0.6,0.99,0.33,0.6,0.57
psycle.csv,0.98,0.45,0.3,0.53,0.56,0.64,0.58,0.58,0.51
wikipediardware.csv,0.65,0.58,0.52,0.63,0.42,0.62,0.51,0.57,0.98
