,extprosys.csv,codeblocks.csv,qcad2.csv,fluidium.csv,haphazard.csv,silvertree.csv
codeblocks.csv,0.38,0.81,0.54,0.59,0.13,0.59
extprosys.csv,0.5,0.72,0.41,0.0,0.21,0.47
fluidium.csv,0.04,0.0,0.0,0.62,0.0,0.0
haphazard.csv,0.4,0.64,0.32,0.41,0.42,0.46
qcad2.csv,0.2,0.38,0.62,0.56,0.31,0.6
silvertree.csv,0.31,0.67,0.49,0.59,0.32,0.71
