,heekscad.csv,gamestone.csv,xcsoar.csv,igarden.csv,gbif-providertoolkit.csv,levent.csv,bacnet.csv,owlapi.csv,quark.csv,pnotepad.csv
bacnet.csv,0.47,0.81,0.41,0.56,0.4,0.48,0.62,0.43,0.37,0.48
gamestone.csv,0.8,0.58,0.94,0.6,0.94,0.5,0.0,0.96,0.92,0.75
gbif-providertoolkit.csv,0.72,0.79,0.75,0.61,0.52,0.45,0.49,0.55,0.74,0.65
heekscad.csv,0.37,0.56,0.39,0.36,0.37,0.36,0.38,0.43,0.36,0.38
igarden.csv,0.48,0.68,0.59,0.52,0.5,0.51,0.57,0.76,0.38,0.59
levent.csv,0.56,0.91,0.83,0.8,0.4,0.47,0.46,0.75,0.0,0.91
owlapi.csv,0.81,0.94,0.9,0.94,0.49,0.47,0.46,0.63,0.51,0.72
pnotepad.csv,0.39,0.53,0.37,0.31,0.35,0.42,0.4,0.5,0.34,0.42
quark.csv,0.5,0.67,0.84,0.88,0.91,0.0,0.0,0.89,0.5,0.83
xcsoar.csv,0.37,0.75,0.39,0.39,0.42,0.4,0.56,0.55,0.34,0.75
