,heekscad.csv,gamestone.csv,xcsoar.csv,igarden.csv,gbif-providertoolkit.csv,levent.csv,bacnet.csv,owlapi.csv,quark.csv,pnotepad.csv
bacnet.csv,0.71,0.12,0.55,0.33,0.22,0.78,0.51,0.26,0.25,0.88
gamestone.csv,1.0,0.58,0.38,0.34,0.19,0.5,0.0,0.08,0.08,0.75
gbif-providertoolkit.csv,0.6,0.03,0.42,0.36,0.34,0.72,0.38,0.25,0.21,0.81
heekscad.csv,0.83,0.33,0.63,0.36,0.22,0.77,0.38,0.22,0.26,0.87
igarden.csv,0.83,0.16,0.63,0.48,0.26,0.86,0.43,0.16,0.29,0.9
levent.csv,0.69,0.09,0.67,0.6,0.21,0.81,0.39,0.5,0.0,1.0
owlapi.csv,0.53,0.0,0.38,0.18,0.22,0.71,0.33,0.37,0.26,0.83
pnotepad.csv,0.84,0.21,0.49,0.31,0.15,0.72,0.41,0.14,0.2,1.0
quark.csv,0.82,0.67,0.89,0.62,0.27,0.0,1.0,0.33,0.46,1.0
xcsoar.csv,0.82,0.25,0.7,0.35,0.29,0.8,0.41,0.23,0.2,1.0
