,plee-the-bear.csv,google-caja.csv,genecys.csv,itext.csv
genecys.csv,1.0,1.0,0.45,1.0
google-caja.csv,0.51,0.38,0.57,0.53
itext.csv,1.0,0.67,1.0,0.24
plee-the-bear.csv,1.0,1.0,0.69,1.0
