,plee-the-bear.csv,google-caja.csv,genecys.csv,itext.csv
genecys.csv,0.0,0.0,0.44,0.0
google-caja.csv,0.41,0.33,0.38,0.44
itext.csv,0.0,0.61,0.44,0.42
plee-the-bear.csv,0.0,0.0,0.31,0.0
