,plee-the-bear.csv,google-caja.csv,genecys.csv,itext.csv
genecys.csv,0.0,0.0,0.44,0.0
google-caja.csv,0.47,0.37,0.56,0.07
itext.csv,0.0,0.07,1.0,0.17
plee-the-bear.csv,0.0,0.0,0.56,0.0
