,plee-the-bear.csv,google-caja.csv,genecys.csv,itext.csv
genecys.csv,0.0,0.0,0.95,0.0
google-caja.csv,0.17,0.91,0.88,0.62
itext.csv,0.0,0.49,0.93,0.84
plee-the-bear.csv,0.0,0.0,0.71,0.0
