,plee-the-bear.csv,google-caja.csv,genecys.csv,itext.csv
genecys.csv,0.0,0.0,0.97,0.0
google-caja.csv,0.79,0.94,0.85,0.47
itext.csv,0.0,0.33,1.0,0.82
plee-the-bear.csv,0.0,0.0,0.6,0.0
