,recall,precision,pf,wins
arsenal-1.csv,0.14,0.45,0.11,13
atomsite.csv,0.32,0.42,0.29,11
barracudamvc.csv,1.0,0.31,1.0,2
checker-framework.csv,0.17,0.57,0.11,18
esmf.csv,0.76,0.36,0.66,6
inkscape.csv,0.5,0.34,0.35,8
kwave.csv,0.58,0.45,0.32,17
liferea.csv,0.37,0.48,0.3,14
mpqc.csv,0.26,0.21,0.5,0
nsis.csv,0.91,0.29,0.94,1
octave.csv,0.55,0.42,0.42,12
openintents.csv,0.59,0.37,0.43,9
owfs.csv,0.27,0.47,0.2,15
prelude.csv,0.97,0.28,0.91,3
re2c.csv,0.23,0.34,0.31,5
utgb.csv,0.27,0.45,0.12,16
uwom-server.csv,0.14,0.38,0.11,10
zealos.csv,0.7,0.29,0.62,4
zengine.csv,0.94,0.36,0.78,7
