,plee-the-bear.csv,google-caja.csv,genecys.csv,itext.csv
genecys.csv,0.0,0.0,0.85,0.0
google-caja.csv,0.72,0.86,0.72,0.52
itext.csv,0.0,0.38,0.0,0.82
plee-the-bear.csv,0.0,0.0,0.56,0.0
