,campsoft.csv,sevenupdate.csv,extprosys.csv,opennms.csv,rohxel.csv,japano.csv,encog-cs.csv,lockss.csv,officefloor.csv,freewrl.csv,roller.csv,aten.csv,xfce.csv,papertoolkit.csv,glas.csv,ibatisdb.csv,soar.csv,primefaces.csv,xcf.csv,web-cat.csv
encog-cs.csv,77.0,0.0,2.0,4.0,0.0,0.0,1.0,6.0,323.0,4.0,8.0,0.0,0.0,15.0,6.0,6.0,0.0,2.0,1.0,1.0
extprosys.csv,69.0,0.0,0.0,1.0,0.0,0.0,13.0,6.0,59.0,4.0,0.0,0.0,1.0,13.0,0.0,17.0,0.0,2.0,4.0,1.0
freewrl.csv,75.0,0.0,2.0,2.0,0.0,2.0,2.0,2.0,93.0,1.0,0.0,0.0,1.0,10.0,6.0,23.0,0.0,1.0,4.0,1.0
glas.csv,32.0,0.0,0.0,3.0,0.0,0.0,16.0,0.0,20.0,1.0,0.0,0.0,1.0,17.0,6.0,5.0,0.0,0.0,0.0,4.0
ibatisdb.csv,104.0,0.0,12.0,4.0,1.0,0.0,2.0,21.0,21.0,1.0,0.0,0.0,0.0,0.0,5.0,3.0,55.0,0.0,0.0,1.0
japano.csv,104.0,0.0,2.0,1.0,0.0,0.0,16.0,6.0,323.0,4.0,0.0,0.0,1.0,20.0,6.0,16.0,0.0,2.0,4.0,1.0
lockss.csv,31.0,0.0,1.0,4.0,0.0,0.0,0.0,1.0,37.0,2.0,1.0,0.0,0.0,1.0,1.0,18.0,0.0,0.0,4.0,2.0
officefloor.csv,39.0,0.0,1.0,0.0,0.0,0.0,2.0,18.0,4.0,50.0,8.0,0.0,0.0,62.0,0.0,7.0,0.0,0.0,0.0,0.0
opennms.csv,31.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,55.0,1.0,0.0,0.0,1.0,6.0,1.0,4.0,0.0,1.0,3.0,1.0
papertoolkit.csv,104.0,0.0,14.0,0.0,0.0,0.0,2.0,3.0,293.0,1.0,0.0,0.0,0.0,1.0,3.0,3.0,0.0,0.0,1.0,0.0
primefaces.csv,55.0,0.0,2.0,0.0,1.0,0.0,16.0,23.0,323.0,1.0,0.0,0.0,1.0,26.0,6.0,9.0,4.0,1.0,3.0,0.0
rohxel.csv,34.0,0.0,2.0,3.0,0.0,0.0,2.0,4.0,274.0,3.0,0.0,0.0,1.0,62.0,4.0,14.0,0.0,2.0,5.0,0.0
roller.csv,49.0,0.0,2.0,2.0,1.0,0.0,12.0,6.0,220.0,1.0,0.0,0.0,1.0,4.0,8.0,6.0,1.0,0.0,7.0,1.0
sevenupdate.csv,81.0,0.0,2.0,1.0,0.0,0.0,16.0,5.0,323.0,4.0,0.0,0.0,0.0,21.0,6.0,17.0,0.0,2.0,4.0,1.0
soar.csv,40.0,0.0,2.0,1.0,0.0,0.0,15.0,5.0,323.0,2.0,0.0,0.0,1.0,20.0,6.0,16.0,0.0,2.0,4.0,4.0
web-cat.csv,75.0,0.0,2.0,1.0,0.0,0.0,14.0,6.0,426.0,4.0,0.0,0.0,0.0,20.0,8.0,17.0,0.0,2.0,3.0,3.0
xcf.csv,104.0,0.0,0.0,1.0,0.0,0.0,2.0,4.0,111.0,2.0,0.0,0.0,1.0,7.0,3.0,26.0,0.0,1.0,3.0,0.0
xfce.csv,104.0,0.0,1.0,1.0,0.0,0.0,8.0,7.0,323.0,3.0,0.0,0.0,0.0,4.0,4.0,16.0,2.0,1.0,0.0,1.0
