,olap-navigator.csv,ikvm.csv,sepgsql.csv,mcmc-jags.csv,pidgin.csv,libtorrent.csv,xstore.csv,salasaga.csv,nebuladevice.csv,xtreemfs.csv,natpad.csv
ikvm.csv,0.85,0.22,0.92,0.9,0.75,0.95,0.81,0.99,0.83,1.03,0.9
libtorrent.csv,0.57,0.7,0.64,0.58,0.8,0.36,0.66,0.63,0.59,0.49,0.97
mcmc-jags.csv,0.57,0.83,0.81,0.2,0.72,0.66,0.76,0.49,0.82,0.77,0.69
natpad.csv,0.57,0.57,0.97,0.57,0.62,0.47,0.57,0.61,0.57,0.42,0.45
nebuladevice.csv,0.93,0.94,1.0,0.9,0.98,0.71,0.7,0.83,0.43,0.49,0.98
olap-navigator.csv,0.2,0.65,0.64,0.47,0.53,0.67,0.68,0.59,0.46,0.38,0.86
pidgin.csv,0.56,0.74,0.59,0.67,0.41,0.61,0.49,0.69,0.58,0.51,0.41
salasaga.csv,0.92,0.55,0.92,0.69,0.52,0.76,0.53,0.37,0.8,0.74,0.56
sepgsql.csv,0.48,0.7,0.35,0.74,0.44,0.69,0.54,0.61,0.93,0.28,0.56
xstore.csv,0.77,0.71,0.99,0.67,0.75,0.71,0.42,0.56,0.7,0.51,0.8
xtreemfs.csv,0.49,0.66,0.71,0.69,0.49,0.6,0.54,0.59,0.93,0.24,0.52
