,net-snmp.csv,flylinkdc.csv,xbrlapi.csv,agilitybook.csv,vdsf.csv,n2cms.csv,jcae.csv,fw4spl.csv,ossbuild.csv,mimosa.csv,grisbi.csv,alpine.csv,tcvp.csv,yarp.csv,nabu-library.csv,virtuoso.csv,enzo.csv,jcl.csv,quickfast.csv,libarchive.csv
agilitybook.csv,1.0,0.68,0.7,0.43,1.0,0.75,0.67,0.66,0.6,0.94,0.69,0.52,0.83,0.97,0.88,0.67,0.87,0.63,0.63,0.92
alpine.csv,0.66,0.76,0.75,0.55,1.0,0.71,0.51,0.58,1.0,1.0,0.75,0.35,0.87,1.0,0.95,0.99,0.89,0.46,1.0,1.0
enzo.csv,0.85,0.57,0.69,0.88,0.99,0.83,0.95,0.84,0.99,0.48,0.44,0.83,0.91,0.64,0.39,0.69,0.32,1.0,0.66,0.61
flylinkdc.csv,0.76,0.4,0.79,0.87,0.99,0.85,0.58,0.8,0.78,0.64,0.44,0.66,0.85,0.66,0.86,0.82,0.6,0.98,0.55,0.51
fw4spl.csv,0.75,0.63,0.82,0.63,0.69,0.65,0.67,0.48,0.94,0.96,0.48,0.74,0.68,0.73,0.71,0.74,0.42,0.51,0.61,0.53
grisbi.csv,0.77,0.74,0.86,0.94,1.0,0.71,0.96,0.99,0.87,0.98,0.22,0.64,0.85,0.97,1.0,0.82,0.73,1.0,0.94,0.67
jcae.csv,0.95,0.63,0.72,0.88,0.92,0.77,0.23,0.57,1.0,0.7,0.71,0.75,0.9,0.93,1.09,0.63,0.99,0.58,0.73,1.0
jcl.csv,0.63,0.59,0.61,0.57,1.0,0.59,0.46,0.7,0.6,0.45,0.82,0.69,0.74,0.7,0.51,0.59,0.68,0.28,0.67,0.58
libarchive.csv,0.74,0.88,0.89,0.63,0.61,0.87,0.94,0.99,0.9,0.92,0.64,0.59,0.98,1.0,0.99,0.79,0.45,1.0,0.97,0.44
mimosa.csv,0.96,0.6,0.72,0.76,0.99,0.93,0.53,0.83,0.9,0.3,0.85,0.71,0.99,0.71,0.87,0.65,0.52,0.52,0.92,0.93
n2cms.csv,0.75,0.64,0.69,0.61,0.51,0.42,0.71,0.82,0.85,0.77,0.35,0.73,0.89,0.77,0.73,0.53,0.9,0.88,0.5,0.71
nabu-library.csv,0.96,0.8,0.86,0.58,0.81,0.77,0.77,0.56,0.68,0.97,1.0,0.81,1.0,0.92,0.27,0.62,0.92,0.75,0.79,0.94
net-snmp.csv,0.55,0.83,0.72,0.62,0.98,0.78,0.73,0.57,0.95,0.82,0.57,0.73,0.93,0.62,0.88,0.7,0.76,0.76,0.68,0.73
ossbuild.csv,0.6,0.59,0.79,0.6,0.81,0.64,0.45,0.77,0.34,0.59,0.85,0.71,0.82,0.65,0.9,0.56,0.85,0.38,0.8,0.65
quickfast.csv,1.0,0.37,0.66,0.81,0.95,0.68,0.85,0.74,0.88,0.53,0.33,0.85,0.7,0.66,0.47,0.56,0.88,1.0,0.33,0.7
tcvp.csv,0.98,0.97,0.96,1.0,1.0,0.9,1.0,0.9,1.0,1.0,0.98,1.0,0.24,0.97,0.35,0.98,0.99,1.0,0.81,1.0
vdsf.csv,0.96,0.87,0.73,0.91,0.65,0.78,1.02,0.89,0.85,0.99,1.0,1.0,0.71,0.88,0.95,0.99,0.96,0.9,0.99,0.99
virtuoso.csv,1.0,0.91,0.82,1.0,0.81,0.92,0.96,0.95,0.64,1.02,1.0,0.99,1.0,0.75,0.99,0.49,1.0,0.97,0.61,0.63
xbrlapi.csv,0.93,0.84,0.53,0.92,1.0,0.74,0.7,0.71,1.0,0.61,0.57,0.75,1.0,0.92,1.08,1.0,0.92,0.96,0.83,1.0
yarp.csv,0.65,0.76,0.76,0.74,1.0,0.75,0.83,0.85,1.0,0.86,0.94,0.69,1.01,0.51,0.84,1.0,0.43,0.8,0.83,0.98
