,jmoney.csv,sqlpower-library.csv,neodatis-odb.csv,cuberok.csv,gabel.csv,mycila.csv,tmva.csv,unicase.csv,servicestack.csv,synecdoche.csv,javaprofiler.csv
cuberok.csv,2.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,0.0,1.0
gabel.csv,60.0,62.0,1.0,56.0,0.0,51.0,0.0,0.0,62.0,71.0,0.0
javaprofiler.csv,8.0,2.0,0.0,9.0,26.0,5.0,1.0,0.0,5.0,4.0,0.0
jmoney.csv,0.0,0.0,2.0,0.0,19.0,0.0,0.0,0.0,1.0,0.0,0.0
mycila.csv,60.0,0.0,0.0,56.0,6.0,0.0,0.0,0.0,62.0,71.0,0.0
neodatis-odb.csv,7.0,0.0,0.0,2.0,12.0,4.0,0.0,0.0,0.0,0.0,0.0
servicestack.csv,16.0,0.0,0.0,4.0,18.0,7.0,1.0,1.0,0.0,0.0,0.0
sqlpower-library.csv,20.0,0.0,0.0,4.0,12.0,9.0,0.0,0.0,0.0,5.0,0.0
synecdoche.csv,3.0,0.0,4.0,3.0,8.0,1.0,0.0,1.0,3.0,0.0,0.0
tmva.csv,5.0,0.0,0.0,3.0,1.0,4.0,0.0,0.0,7.0,1.0,0.0
unicase.csv,5.0,1.0,0.0,3.0,40.0,2.0,2.0,0.0,4.0,1.0,0.0
