,jmoney.csv,sqlpower-library.csv,neodatis-odb.csv,cuberok.csv,gabel.csv,mycila.csv,tmva.csv,unicase.csv,servicestack.csv,synecdoche.csv,javaprofiler.csv
cuberok.csv,0.51,0.58,0.73,0.05,0.35,0.77,0.67,0.71,0.61,0.78,0.83
gabel.csv,1.0,1.0,0.97,1.0,0.0,1.0,0.96,0.99,1.0,1.0,0.99
javaprofiler.csv,0.58,0.72,0.83,0.88,0.63,0.76,0.83,0.77,0.69,0.79,0.0
jmoney.csv,0.0,0.65,0.81,0.58,0.69,0.81,0.81,0.56,0.77,0.64,0.93
mycila.csv,1.0,0.93,0.95,1.0,0.88,0.0,0.99,0.82,1.0,1.0,0.73
neodatis-odb.csv,0.58,0.63,0.03,0.73,0.54,0.92,0.71,0.81,0.73,0.68,0.62
servicestack.csv,0.82,0.75,0.76,0.71,0.64,0.79,0.59,0.64,0.0,0.78,0.54
sqlpower-library.csv,1.0,0.0,0.78,0.78,0.71,0.89,0.98,0.72,0.47,0.86,0.78
synecdoche.csv,0.81,0.77,0.9,0.55,0.42,0.73,0.71,0.74,0.91,0.1,0.88
tmva.csv,0.81,0.7,0.77,0.64,0.44,0.58,0.02,0.7,0.69,0.58,0.78
unicase.csv,0.48,0.57,0.75,0.8,0.79,0.54,0.68,0.02,0.78,0.68,0.93
