,jajuk.csv,autoopencas.csv,decidr.csv,columba.csv
autoopencas.csv,0.55,0.0,0.54,0.64
columba.csv,0.25,0.18,0.16,0.0
decidr.csv,0.43,0.38,0.01,0.52
jajuk.csv,0.01,0.6,0.31,0.2
