,jajuk.csv,autoopencas.csv,decidr.csv,columba.csv
autoopencas.csv,0.23,0.98,0.19,0.31
columba.csv,0.66,0.2,0.42,0.93
decidr.csv,0.72,0.32,0.98,0.66
jajuk.csv,0.95,0.61,0.59,0.53
