,jajuk.csv,autoopencas.csv,decidr.csv,columba.csv
autoopencas.csv,0.28,1.0,0.31,0.16
columba.csv,0.7,0.29,0.77,1.0
decidr.csv,0.6,0.23,0.99,0.34
jajuk.csv,0.99,0.27,0.71,0.53
