,olap-navigator.csv,ikvm.csv,sepgsql.csv,mcmc-jags.csv,pidgin.csv,salasaga.csv
ikvm.csv,0.56,1.0,0.03,0.14,0.64,0.14
mcmc-jags.csv,0.84,0.39,0.05,1.0,0.84,0.26
olap-navigator.csv,1.0,0.42,0.06,0.5,0.82,0.15
pidgin.csv,0.64,0.43,0.06,0.27,0.99,0.19
salasaga.csv,0.65,0.49,0.04,0.26,0.66,1.0
sepgsql.csv,0.62,0.3,1.0,0.27,0.75,0.0
