,olap-navigator.csv,ikvm.csv,sepgsql.csv,mcmc-jags.csv,pidgin.csv,salasaga.csv
ikvm.csv,0.16,0.95,0.44,0.2,0.39,0.61
mcmc-jags.csv,0.61,0.59,0.56,0.93,0.62,0.57
olap-navigator.csv,1.0,0.64,0.89,0.6,0.75,1.0
pidgin.csv,0.34,0.55,0.78,0.27,0.99,0.75
salasaga.csv,0.82,0.95,0.59,1.0,0.61,0.89
sepgsql.csv,0.13,0.14,0.85,0.2,0.22,0.0
