,olap-navigator.csv,ikvm.csv,sepgsql.csv,mcmc-jags.csv,pidgin.csv,salasaga.csv
ikvm.csv,0.19,0.96,0.43,0.23,0.4,0.52
mcmc-jags.csv,0.63,0.51,0.54,0.94,0.63,0.59
olap-navigator.csv,1.0,0.56,0.69,0.63,0.71,0.0
pidgin.csv,0.37,0.53,0.68,0.31,0.99,0.65
salasaga.csv,0.0,0.63,0.48,0.0,0.43,0.91
sepgsql.csv,0.16,0.17,0.88,0.24,0.26,0.0
