,f1,g,recall,precision,pf,cdom,bellwether
1,0.73,0.46,0.425,0.44,0.485,6.0,e-bio-flow.csv
9,0.755,0.755,0.415,0.51,0.655,1.0,gpsmid.csv
12,0.6799999999999999,0.675,0.585,0.51,0.45499999999999996,1.0,yafdotnet.csv
15,0.77,0.73,0.625,0.5,0.455,2.0,mob-sen-plat.csv
21,0.845,0.695,0.62,0.5,0.48,19.0,jajuk.csv
42,0.78,0.47,0.42,0.47,0.5,19.0,kaffeine.csv
19,0.7,0.615,0.53,0.485,0.53,0.0,javagroups.csv
20,0.56,0.395,0.23,0.395,0.56,0.0,jvcl.csv
