,thout.csv,psrchive.csv,jvcl.csv,zact.csv,sarasvati.csv,liferea.csv,kwave.csv,blogentis.csv,checker-framework.csv,fontforge.csv,magicwars.csv,lockss.csv,stuproa-cims.csv,ctrlr.csv,gusanos.csv,pydev.csv,cme.csv
blogentis.csv,0.47,0.06,0.14,0.0,0.07,0.24,0.22,0.41,0.26,0.41,0.54,0.24,0.26,0.26,0.58,0.41,0.16
checker-framework.csv,0.23,0.17,0.1,0.06,0.07,0.25,0.24,0.27,0.47,0.36,0.35,0.19,0.26,0.25,0.71,0.35,0.09
cme.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.08,1.0,0.0,0.0,0.0,0.83
ctrlr.csv,0.27,0.16,0.0,0.06,0.5,0.08,0.11,0.0,0.12,0.6,0.21,0.16,0.21,0.51,0.44,0.09,0.0
fontforge.csv,0.26,0.15,0.1,0.06,0.1,0.24,0.17,0.35,0.26,0.73,0.37,0.2,0.27,0.23,0.7,0.36,0.1
gusanos.csv,0.39,0.18,0.09,0.06,0.14,0.25,0.0,0.38,0.32,1.0,0.52,0.28,0.4,0.3,0.9,0.42,0.16
jvcl.csv,0.4,0.33,0.21,0.08,0.16,0.5,0.5,0.28,0.33,1.0,0.42,0.0,0.8,0.0,0.86,0.5,0.0
kwave.csv,0.25,0.18,0.12,0.06,0.08,0.23,0.43,0.31,0.31,0.49,0.43,0.25,0.27,0.22,0.71,0.34,0.14
liferea.csv,0.43,0.2,0.07,0.04,0.09,0.43,0.16,0.29,0.24,0.49,0.45,0.25,0.34,0.17,0.84,0.4,0.12
lockss.csv,0.46,0.22,0.17,0.0,0.21,0.3,0.36,0.31,0.6,0.6,0.75,0.3,0.21,0.0,0.78,0.38,0.11
magicwars.csv,0.22,0.16,0.11,0.06,0.07,0.23,0.22,0.26,0.22,0.44,0.8,0.19,0.25,0.26,0.7,0.34,0.1
psrchive.csv,0.38,0.43,0.1,0.07,0.06,0.25,0.23,0.36,0.26,0.56,0.71,0.21,0.45,1.0,0.78,0.51,0.12
pydev.csv,0.29,0.22,0.15,0.06,0.1,0.42,0.35,0.31,0.5,0.59,0.6,0.3,0.27,0.1,0.76,0.58,0.14
sarasvati.csv,0.3,0.19,0.06,0.05,0.17,0.21,0.46,0.2,0.43,0.4,0.4,0.33,0.32,0.39,0.83,0.35,0.0
stuproa-cims.csv,0.45,0.0,0.11,0.05,0.5,0.0,0.33,0.42,0.5,0.45,0.7,0.24,0.57,0.0,0.77,0.43,0.14
thout.csv,0.46,0.09,0.12,0.05,0.07,0.24,0.23,0.39,0.32,0.44,0.57,0.19,0.23,0.27,0.66,0.37,0.0
zact.csv,0.24,0.21,0.05,0.17,0.08,0.22,0.22,0.1,0.03,0.43,0.22,0.1,0.14,0.33,0.9,0.19,0.0
