,thout.csv,psrchive.csv,jvcl.csv,zact.csv,sarasvati.csv,liferea.csv,kwave.csv,blogentis.csv,checker-framework.csv,fontforge.csv,magicwars.csv,lockss.csv,stuproa-cims.csv,ctrlr.csv,gusanos.csv,pydev.csv,cme.csv
blogentis.csv,0.21,0.27,0.53,0.0,0.31,0.21,0.21,0.7,0.66,0.5,0.41,0.52,0.5,0.13,0.33,0.54,0.82
checker-framework.csv,0.05,0.49,0.05,0.05,0.17,0.6,0.6,0.4,0.71,0.45,0.51,0.27,0.21,0.54,0.52,0.27,0.49
cme.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.06,0.02,0.0,0.0,0.0,1.0
ctrlr.csv,0.11,0.25,0.0,0.6,0.22,0.1,0.22,0.0,0.35,0.15,0.26,0.42,0.09,0.83,0.12,0.04,0.0
fontforge.csv,0.6,0.29,0.09,0.57,0.76,0.21,0.25,0.74,0.72,0.69,0.63,0.46,0.5,0.2,0.35,0.5,0.47
gusanos.csv,0.47,0.61,0.5,0.33,0.66,0.57,0.0,0.63,0.63,0.1,0.48,0.69,0.26,0.62,0.79,0.63,0.82
jvcl.csv,0.47,0.25,0.64,0.47,0.31,0.43,0.07,0.48,0.18,0.1,0.36,0.0,0.09,0.0,0.21,0.32,0.0
kwave.csv,0.54,0.55,0.54,0.52,0.63,0.0,0.65,0.63,0.77,0.63,0.69,0.68,0.55,0.48,0.27,0.27,0.77
liferea.csv,0.48,0.67,0.07,0.17,0.4,0.7,0.34,0.42,0.67,0.62,0.32,0.66,0.53,0.32,0.28,0.54,0.6
lockss.csv,0.54,0.33,0.48,0.0,0.41,0.56,0.35,0.49,0.51,0.63,0.36,0.57,0.38,0.0,0.12,0.62,0.44
magicwars.csv,0.36,0.0,0.5,0.33,0.24,0.0,0.0,0.13,0.57,0.0,0.71,0.0,0.32,0.0,0.0,0.13,0.51
psrchive.csv,0.39,0.85,0.07,0.63,0.11,0.6,0.22,0.46,0.42,0.46,0.2,0.31,0.19,0.06,0.51,0.6,0.6
pydev.csv,0.62,0.33,0.69,0.45,0.31,0.43,0.42,0.66,0.59,0.46,0.38,0.4,0.56,0.06,0.37,0.7,0.77
sarasvati.csv,0.69,0.33,0.28,0.51,0.8,0.27,0.43,0.4,0.27,0.1,0.61,0.27,0.58,0.47,0.32,0.27,0.0
stuproa-cims.csv,0.35,0.0,0.3,0.17,0.11,0.0,0.23,0.57,0.66,0.55,0.28,0.4,0.67,0.0,0.29,0.57,0.61
thout.csv,0.62,0.31,0.29,0.33,0.59,0.21,0.4,0.57,0.5,0.24,0.62,0.34,0.46,0.3,0.49,0.57,0.0
zact.csv,0.31,0.25,0.22,0.84,0.61,0.35,0.35,0.1,0.1,0.14,0.25,0.17,0.25,0.54,0.31,0.17,0.0
