,thout.csv,psrchive.csv,jvcl.csv,zact.csv,sarasvati.csv,liferea.csv,kwave.csv,blogentis.csv,checker-framework.csv,fontforge.csv,magicwars.csv,lockss.csv,stuproa-cims.csv,ctrlr.csv,gusanos.csv,pydev.csv,cme.csv
blogentis.csv,0.18,0.29,0.5,0.0,0.27,1.0,0.94,0.71,0.69,0.71,0.36,0.5,0.76,0.95,0.51,0.53,1.0
checker-framework.csv,1.0,0.93,1.0,1.0,1.0,0.77,0.75,0.96,0.69,0.5,0.94,0.23,0.93,0.62,0.84,0.94,0.8
cme.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.05,0.02,0.0,0.0,0.0,1.0
ctrlr.csv,0.09,0.21,0.0,0.71,0.18,0.08,0.19,0.0,0.46,0.12,0.5,0.41,0.07,0.86,0.1,0.03,0.0
fontforge.csv,0.64,0.86,1.0,0.86,0.91,1.0,0.69,0.92,1.0,0.67,0.72,0.86,0.84,0.81,0.9,0.86,1.0
gusanos.csv,0.43,0.71,0.69,0.29,0.64,0.85,0.0,0.62,0.62,0.08,0.44,0.73,0.22,0.86,0.79,0.67,1.0
jvcl.csv,0.43,0.21,0.62,0.43,0.27,0.38,0.06,0.46,0.15,0.08,0.32,0.0,0.07,0.0,0.18,0.28,0.0
kwave.csv,0.86,0.93,0.94,0.86,0.91,1.0,0.62,0.92,0.85,0.88,0.73,0.91,0.75,0.57,1.0,0.92,1.0
liferea.csv,0.43,0.79,0.06,0.14,0.36,0.69,0.31,0.38,0.77,0.71,0.28,0.77,0.51,0.29,0.24,0.53,0.6
lockss.csv,0.5,0.29,0.44,0.0,0.36,0.54,0.31,0.46,0.46,0.62,0.31,0.55,0.35,0.0,0.1,0.81,0.4
magicwars.csv,0.86,1.0,0.88,1.0,1.0,1.0,1.0,1.0,0.92,1.0,0.67,1.0,0.84,1.0,1.0,0.94,1.0
psrchive.csv,0.34,0.86,0.06,0.71,0.09,0.69,0.19,0.42,0.38,0.42,0.17,0.27,0.16,0.05,0.48,0.58,0.6
pydev.csv,0.66,0.29,0.75,0.43,0.27,0.38,0.38,0.79,0.54,0.42,0.33,0.36,0.62,0.05,0.33,0.69,1.0
sarasvati.csv,0.86,0.29,0.25,0.57,0.82,0.23,0.38,0.38,0.23,0.08,0.63,0.23,0.6,0.43,0.28,0.94,0.0
stuproa-cims.csv,0.3,0.0,1.0,0.14,0.09,0.0,0.19,0.54,0.62,0.83,0.24,0.36,0.64,0.0,0.25,0.56,0.6
thout.csv,0.59,0.29,0.25,0.29,0.82,1.0,0.94,0.54,0.46,0.96,0.59,0.86,0.65,0.95,0.57,0.61,0.0
zact.csv,0.27,0.21,0.19,0.86,0.91,0.31,0.31,0.08,0.08,0.12,0.54,0.14,0.22,0.52,0.27,0.14,0.0
