,thout.csv,psrchive.csv,jvcl.csv,zact.csv,sarasvati.csv,liferea.csv,kwave.csv,blogentis.csv,checker-framework.csv,fontforge.csv,magicwars.csv,lockss.csv,stuproa-cims.csv,ctrlr.csv,gusanos.csv,pydev.csv,cme.csv
blogentis.csv,0.26,0.1,0.22,0.0,0.11,0.38,0.36,0.52,0.38,0.52,0.43,0.33,0.39,0.41,0.54,0.46,0.27
checker-framework.csv,0.38,0.29,0.18,0.11,0.13,0.38,0.37,0.43,0.56,0.42,0.51,0.2,0.41,0.36,0.77,0.51,0.16
cme.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.06,0.04,0.0,0.0,0.0,0.91
ctrlr.csv,0.14,0.18,0.0,0.12,0.27,0.08,0.14,0.0,0.18,0.21,0.29,0.23,0.11,0.64,0.17,0.04,0.0
fontforge.csv,0.37,0.25,0.19,0.12,0.19,0.38,0.28,0.51,0.41,0.7,0.49,0.32,0.41,0.36,0.78,0.5,0.19
gusanos.csv,0.41,0.29,0.16,0.1,0.23,0.39,0.0,0.48,0.42,0.15,0.48,0.41,0.28,0.44,0.84,0.52,0.27
jvcl.csv,0.41,0.26,0.32,0.14,0.2,0.43,0.11,0.35,0.21,0.15,0.36,0.0,0.13,0.0,0.3,0.36,0.0
kwave.csv,0.39,0.3,0.21,0.11,0.15,0.37,0.51,0.46,0.46,0.63,0.54,0.39,0.4,0.32,0.83,0.5,0.24
liferea.csv,0.43,0.32,0.07,0.06,0.15,0.53,0.21,0.33,0.37,0.58,0.34,0.37,0.41,0.21,0.37,0.45,0.21
lockss.csv,0.48,0.25,0.25,0.0,0.27,0.39,0.33,0.37,0.52,0.61,0.44,0.39,0.26,0.0,0.18,0.52,0.17
magicwars.csv,0.36,0.27,0.19,0.11,0.13,0.37,0.36,0.42,0.35,0.61,0.73,0.32,0.39,0.42,0.82,0.5,0.19
psrchive.csv,0.36,0.57,0.08,0.12,0.07,0.37,0.21,0.38,0.31,0.48,0.28,0.24,0.24,0.09,0.59,0.55,0.2
pydev.csv,0.4,0.25,0.25,0.1,0.14,0.4,0.36,0.45,0.52,0.49,0.42,0.33,0.38,0.06,0.46,0.63,0.24
sarasvati.csv,0.44,0.23,0.1,0.09,0.29,0.22,0.41,0.26,0.3,0.14,0.49,0.27,0.42,0.41,0.42,0.51,0.0
stuproa-cims.csv,0.36,0.0,0.2,0.07,0.15,0.0,0.24,0.47,0.55,0.59,0.35,0.29,0.6,0.0,0.38,0.48,0.22
thout.csv,0.52,0.14,0.17,0.09,0.13,0.38,0.38,0.46,0.37,0.61,0.58,0.31,0.34,0.42,0.61,0.46,0.0
zact.csv,0.25,0.21,0.08,0.28,0.14,0.26,0.26,0.09,0.05,0.19,0.31,0.12,0.17,0.41,0.41,0.16,0.0
