,selenium.csv,pcgen.csv,autoopencas.csv,tolven.csv,nabu-library.csv
autoopencas.csv,0.47,0.33,0.56,0.09,0.38
nabu-library.csv,0.0,0.41,0.36,0.29,0.8
pcgen.csv,0.54,0.71,0.26,0.3,0.5
selenium.csv,0.75,0.58,0.31,0.38,0.34
tolven.csv,0.76,0.64,0.15,0.58,0.62
