,openwbem.csv,nova.csv,crisscross.csv,mb-unit.csv,ivataopenportal.csv,elynx.csv,cascading.csv,aten.csv,xcmetadataservicestoolkit.csv,lite.csv,codepurge.csv,olex2.csv,stajistics.csv,jfreechart.csv,elvishrayrenderer.csv,uwom.csv,gisgraphy.csv
cascading.csv,8.0,2.0,10.0,0.0,3.0,59.0,0.0,0.0,0.0,0.0,18.0,1.0,10.0,103.0,2.0,0.0,3.0
codepurge.csv,28.0,9.0,1.0,0.0,1.0,59.0,0.0,0.0,0.0,9.0,0.0,5.0,2.0,19.0,0.0,18.0,2.0
crisscross.csv,1.0,17.0,0.0,0.0,0.0,59.0,0.0,0.0,2.0,3.0,3.0,3.0,4.0,103.0,1.0,2.0,1.0
elvishrayrenderer.csv,0.0,56.0,4.0,0.0,1.0,4.0,0.0,0.0,0.0,7.0,24.0,1.0,7.0,84.0,0.0,1.0,0.0
gisgraphy.csv,1.0,0.0,2.0,0.0,0.0,59.0,0.0,0.0,1.0,12.0,168.0,1.0,7.0,103.0,0.0,25.0,0.0
ivataopenportal.csv,0.0,17.0,16.0,0.0,0.0,59.0,1.0,0.0,0.0,3.0,18.0,2.0,7.0,73.0,0.0,38.0,2.0
lite.csv,0.0,8.0,120.0,0.0,0.0,59.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,103.0,0.0,5.0,0.0
mb-unit.csv,0.0,2.0,8.0,0.0,0.0,11.0,0.0,0.0,0.0,12.0,16.0,3.0,9.0,89.0,0.0,5.0,0.0
nova.csv,2.0,0.0,4.0,1.0,0.0,11.0,0.0,0.0,1.0,5.0,12.0,0.0,6.0,54.0,0.0,23.0,0.0
olex2.csv,0.0,2.0,6.0,0.0,0.0,59.0,0.0,0.0,0.0,3.0,6.0,0.0,2.0,29.0,0.0,28.0,5.0
openwbem.csv,0.0,15.0,38.0,0.0,0.0,10.0,0.0,0.0,1.0,5.0,15.0,4.0,11.0,25.0,0.0,42.0,3.0
stajistics.csv,1.0,3.0,34.0,0.0,2.0,3.0,1.0,0.0,1.0,4.0,3.0,1.0,0.0,103.0,0.0,3.0,4.0
uwom.csv,9.0,14.0,1.0,0.0,0.0,59.0,0.0,0.0,1.0,2.0,3.0,3.0,10.0,25.0,0.0,0.0,1.0
xcmetadataservicestoolkit.csv,2.0,56.0,17.0,0.0,1.0,59.0,0.0,0.0,0.0,4.0,6.0,0.0,3.0,85.0,1.0,33.0,1.0
