,awemud.csv,tzod.csv,freebios.csv,k3b.csv,quarkplusplus.csv,powerfolder.csv,loki-lib.csv
awemud.csv,0.0,6.0,0.0,0.0,0.0,31.0,1.0
freebios.csv,1.0,2.0,0.0,0.0,3.0,25.0,3.0
k3b.csv,1.0,5.0,0.0,0.0,0.0,40.0,1.0
loki-lib.csv,0.0,2.0,0.0,0.0,4.0,42.0,0.0
powerfolder.csv,107.0,74.0,99.0,81.0,55.0,0.0,74.0
quarkplusplus.csv,0.0,6.0,0.0,0.0,0.0,34.0,3.0
tzod.csv,1.0,0.0,0.0,0.0,1.0,24.0,2.0
