,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,bochs.csv,v8.csv
bochs.csv,0.22,0.23,0.54,0.53,0.66,0.74
encog-java.csv,0.42,0.09,0.05,0.35,0.33,0.07
h2database.csv,0.33,0.41,0.19,0.63,0.33,0.19
jaql.csv,0.29,0.31,0.43,0.65,0.54,0.39
raven-monitoring.csv,0.15,0.17,0.68,0.39,0.1,0.48
v8.csv,0.06,0.26,0.51,0.42,0.54,0.9
