,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,bochs.csv,v8.csv
bochs.csv,0.85,0.68,0.59,0.55,0.45,0.93
encog-java.csv,0.35,0.94,0.97,0.78,0.78,0.98
h2database.csv,0.49,0.39,0.89,0.44,0.8,0.9
jaql.csv,0.52,0.57,0.68,0.42,0.56,0.76
raven-monitoring.csv,0.78,0.77,0.38,0.71,0.96,0.7
v8.csv,0.94,0.6,0.86,0.87,0.96,0.19
