,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,bochs.csv,v8.csv
bochs.csv,0.13,0.14,0.48,0.53,0.6,0.92
encog-java.csv,0.29,0.18,0.5,0.81,0.62,0.78
h2database.csv,0.23,0.29,0.5,0.6,0.86,0.96
jaql.csv,0.18,0.22,0.5,0.64,0.57,1.0
raven-monitoring.csv,0.1,0.11,0.66,0.43,0.17,0.97
v8.csv,0.05,0.18,0.39,0.33,0.39,0.99
