,sabbu.csv,vxl.csv,kdenlive.csv,zact.csv,optalgtoolkit.csv,tokratan.csv,boost-sandbox.csv,foursquared.csv,jasperreports.csv
boost-sandbox.csv,0.58,0.42,0.42,0.47,0.4,0.57,0.67,0.69,0.68
foursquared.csv,0.0,0.0,0.28,0.0,0.06,0.31,0.0,0.86,0.14
jasperreports.csv,0.49,0.43,0.2,0.0,0.55,0.24,0.66,0.39,0.94
kdenlive.csv,0.68,0.61,0.72,0.0,0.49,0.5,0.45,0.72,0.85
optalgtoolkit.csv,0.56,0.54,0.49,0.0,0.74,0.37,0.4,0.61,0.62
sabbu.csv,0.73,0.55,0.64,0.73,0.13,0.56,0.53,0.52,0.52
tokratan.csv,0.54,0.34,0.44,0.57,0.51,0.63,0.3,0.15,0.67
vxl.csv,0.55,0.51,0.64,0.44,0.41,0.6,0.6,0.72,0.83
zact.csv,0.45,0.06,0.43,0.71,0.0,0.22,0.45,0.39,0.0
