,sabbu.csv,vxl.csv,kdenlive.csv,zact.csv,optalgtoolkit.csv,tokratan.csv,boost-sandbox.csv,foursquared.csv,jasperreports.csv
boost-sandbox.csv,0.75,0.69,0.88,0.64,0.76,0.65,0.53,0.68,0.4
foursquared.csv,1.0,1.0,0.76,1.0,0.95,0.74,1.0,0.25,0.9
jasperreports.csv,0.75,0.88,0.97,1.0,0.69,0.81,0.66,0.83,0.13
kdenlive.csv,0.56,0.72,0.43,1.02,0.83,0.63,0.87,0.52,0.42
optalgtoolkit.csv,0.55,0.65,0.62,1.03,0.37,0.76,0.77,0.72,0.7
sabbu.csv,0.34,0.71,0.53,0.56,0.92,0.78,0.65,0.81,0.72
tokratan.csv,0.54,0.75,0.61,0.74,0.77,0.46,0.78,0.88,0.68
vxl.csv,0.58,0.63,0.62,0.78,0.84,0.57,0.71,0.52,0.41
zact.csv,0.85,0.95,0.84,0.4,1.0,1.02,0.62,0.93,1.01
