,lsb.csv,mcore3d.csv,yield.csv,maya-work-in-progress.csv,mscore.csv,hydrogen.csv,xemeiah.csv,virtuoso.csv,enzo.csv,xined.csv,lphant.csv,salasaga.csv,keyczar.csv,xtreemfs.csv,autowikibrowser.csv,rocrail.csv,natpad.csv
autowikibrowser.csv,0.64,0.52,0.7,0.63,0.67,0.41,0.56,0.41,0.64,0.29,0.67,0.38,0.56,0.67,0.67,0.55,0.62
enzo.csv,0.49,0.69,0.69,0.6,0.74,0.33,0.54,0.41,0.91,0.23,0.54,0.29,0.86,0.88,0.62,0.4,0.57
hydrogen.csv,0.4,0.81,0.65,0.0,0.75,0.55,0.63,0.38,0.89,0.0,0.57,0.26,0.0,0.91,0.62,0.35,0.59
keyczar.csv,0.56,0.08,0.17,0.29,0.27,0.0,0.14,0.0,0.19,0.0,0.21,0.0,0.8,0.16,0.27,0.14,0.16
lphant.csv,0.7,0.65,0.67,0.6,0.72,0.39,0.6,0.4,0.7,0.32,0.62,0.35,0.62,0.59,0.67,0.51,0.62
lsb.csv,0.74,0.59,0.56,0.55,0.74,0.27,0.62,0.43,0.8,0.42,0.53,0.25,0.6,0.65,0.69,0.43,0.6
maya-work-in-progress.csv,0.47,0.74,0.71,0.76,0.76,0.33,0.67,0.41,0.79,0.38,0.63,0.35,0.72,0.92,0.65,0.43,0.62
mcore3d.csv,0.1,0.74,0.62,0.58,0.17,0.38,0.18,0.05,0.23,0.3,0.49,0.34,0.5,0.24,0.57,0.59,0.45
mscore.csv,0.38,0.79,0.67,0.74,0.74,0.31,0.64,0.43,0.8,0.37,0.57,0.34,0.37,0.92,0.66,0.49,0.65
natpad.csv,0.4,0.67,0.65,0.3,0.49,0.38,0.7,0.4,0.46,0.35,0.33,0.34,0.37,0.8,0.35,0.5,0.68
rocrail.csv,0.16,0.57,0.64,0.45,0.67,0.42,0.48,0.39,0.69,0.25,0.57,0.27,0.34,0.48,0.62,0.72,0.67
salasaga.csv,0.38,0.72,0.66,0.52,0.65,0.36,0.68,0.42,0.44,0.39,0.6,0.42,0.12,0.89,0.38,0.45,0.57
virtuoso.csv,0.0,0.79,0.63,0.58,0.7,0.23,0.63,0.45,0.89,0.23,0.56,0.0,0.31,0.91,0.6,0.35,0.16
xemeiah.csv,0.48,0.68,0.63,0.45,0.54,0.38,0.75,0.41,0.56,0.38,0.47,0.35,0.68,0.79,0.51,0.51,0.68
xined.csv,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.53,0.0,0.0,0.15,0.0,0.0,0.0,0.0
xtreemfs.csv,0.33,0.77,0.68,0.48,0.65,0.31,0.63,0.43,0.4,0.37,0.55,0.27,0.11,0.9,0.64,0.45,0.66
yield.csv,0.24,0.79,0.75,0.73,0.71,0.31,0.63,0.43,0.82,0.35,0.64,0.34,0.65,0.87,0.63,0.46,0.65
