,lsb.csv,mcore3d.csv,yield.csv,maya-work-in-progress.csv,mscore.csv,hydrogen.csv,xemeiah.csv,virtuoso.csv,enzo.csv,xined.csv,lphant.csv,salasaga.csv,keyczar.csv,xtreemfs.csv,autowikibrowser.csv,rocrail.csv,natpad.csv
autowikibrowser.csv,0.07,0.25,0.12,0.11,0.22,0.19,0.28,0.53,0.12,0.44,0.18,0.33,0.2,0.43,0.28,0.42,0.44
enzo.csv,0.35,0.53,0.62,0.85,0.88,0.55,0.82,0.6,0.24,0.84,0.97,0.66,0.93,0.9,0.78,0.84,0.69
hydrogen.csv,1.0,1.0,1.0,0.0,1.0,0.18,0.94,1.0,1.0,0.02,1.0,1.0,0.0,1.0,1.0,1.0,0.34
keyczar.csv,0.16,0.07,0.31,0.45,0.33,0.0,0.18,0.01,0.08,0.0,0.12,0.0,0.27,0.25,0.15,0.21,0.39
lphant.csv,0.02,0.42,0.4,0.06,0.6,0.34,0.35,0.59,0.2,0.26,0.27,0.18,0.33,0.39,0.59,0.49,0.44
lsb.csv,0.07,0.6,0.49,0.04,0.66,0.66,0.29,0.67,0.28,0.21,0.33,0.13,0.4,0.31,0.67,0.72,0.8
maya-work-in-progress.csv,0.56,0.6,0.56,0.19,0.54,0.56,0.74,0.79,0.84,0.65,0.45,0.27,0.33,0.59,0.56,0.68,0.55
mcore3d.csv,0.09,0.49,0.18,0.21,0.02,0.05,0.06,0.01,0.0,0.67,0.27,0.31,0.2,0.1,0.44,0.29,0.08
mscore.csv,0.84,0.75,0.72,0.23,0.29,0.65,0.64,0.79,0.92,0.7,0.64,0.66,0.07,0.52,0.5,0.45,0.47
natpad.csv,0.68,0.51,0.47,0.04,0.11,0.31,0.49,0.78,0.64,0.53,0.09,0.52,0.07,0.3,0.15,0.4,0.33
rocrail.csv,0.01,0.26,0.35,0.04,0.14,0.25,0.1,0.47,0.12,0.26,0.24,0.36,0.07,0.34,0.2,0.15,0.19
salasaga.csv,0.88,0.63,0.68,0.11,0.29,0.39,0.54,0.81,0.72,0.63,0.24,0.32,0.07,0.44,0.13,0.46,0.34
virtuoso.csv,0.01,1.0,0.96,1.0,0.78,0.92,0.94,0.19,1.0,0.49,0.97,0.0,0.13,0.92,0.89,0.95,0.03
xemeiah.csv,0.57,0.47,0.1,0.04,0.11,0.27,0.28,0.74,0.68,0.67,0.21,0.49,0.2,0.34,0.26,0.41,0.42
xined.csv,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.07,0.0,0.0,0.0,0.0
xtreemfs.csv,0.98,0.65,0.53,0.06,0.34,0.71,0.68,0.73,0.2,0.79,0.79,0.55,0.13,0.23,0.61,0.57,0.47
yield.csv,0.05,0.74,0.18,0.36,0.31,0.6,0.51,0.63,0.6,0.86,0.55,0.54,0.27,0.9,0.48,0.6,0.44
