,lsb.csv,mcore3d.csv,yield.csv,maya-work-in-progress.csv,mscore.csv,hydrogen.csv,xemeiah.csv,virtuoso.csv,enzo.csv,xined.csv,lphant.csv,salasaga.csv,keyczar.csv,xtreemfs.csv,autowikibrowser.csv,rocrail.csv,natpad.csv
autowikibrowser.csv,98.5,194.0,98.5,96.5,196.0,282.5,290.5,197.5,98.5,90.5,180.0,98.5,96.5,99.0,280.5,196.0,97.5
enzo.csv,98.5,392.5,98.5,96.5,394.0,578.5,293.5,197.5,98.5,278.5,562.0,98.5,98.5,99.0,197.5,295.0,196.5
hydrogen.csv,98.5,392.5,197.5,0.0,493.0,288.0,293.5,197.5,98.5,39.5,562.0,197.5,0.0,99.0,197.5,394.0,97.5
keyczar.csv,384.0,287.5,426.5,263.5,475.5,0.0,97.5,26.0,194.0,0.0,262.0,0.0,98.5,99.0,98.5,689.5,94.5
lphant.csv,98.5,295.0,98.5,96.5,394.0,286.5,293.5,197.5,98.5,90.5,178.0,97.5,98.5,99.0,98.5,295.0,97.5
lsb.csv,98.5,93.5,197.5,96.5,394.0,753.0,94.5,98.5,98.5,95.5,253.5,192.5,98.5,198.0,197.5,196.0,97.5
maya-work-in-progress.csv,98.5,392.5,197.5,96.5,394.0,385.5,293.5,197.5,98.5,193.0,366.0,196.5,98.5,99.0,197.5,295.0,196.5
mcore3d.csv,98.5,295.0,98.5,96.5,97.5,89.5,94.5,108.0,91.5,193.0,186.0,196.5,93.5,98.5,98.5,196.0,97.5
mscore.csv,98.5,392.5,197.5,96.5,295.0,385.5,292.5,98.5,98.5,193.0,369.0,197.5,98.5,99.0,98.5,196.0,97.5
natpad.csv,98.5,196.0,197.5,172.0,286.0,189.0,293.5,197.5,94.5,90.5,159.5,197.5,98.5,99.0,280.5,97.5,97.5
rocrail.csv,98.5,291.0,98.5,96.5,97.5,286.5,385.0,96.5,98.5,90.5,186.0,97.5,93.5,99.0,280.5,97.5,97.5
salasaga.csv,98.5,293.5,197.5,96.5,481.0,185.0,293.5,197.5,94.5,193.0,186.0,197.5,64.5,99.0,280.5,558.0,97.5
virtuoso.csv,17.5,392.5,197.5,96.5,493.0,771.5,293.5,188.0,98.5,90.5,562.0,0.0,93.5,99.0,98.5,394.0,93.5
xemeiah.csv,98.5,195.0,98.5,96.5,187.0,185.0,386.0,197.5,98.5,193.0,270.5,197.5,98.5,99.0,380.5,97.5,97.5
xined.csv,0.0,0.0,0.0,96.5,0.0,0.0,0.0,0.0,0.0,193.0,0.0,0.0,92.5,0.0,0.0,0.0,0.0
xtreemfs.csv,98.5,294.0,197.5,96.5,196.5,673.0,292.5,98.5,190.0,193.0,464.5,196.5,88.5,99.0,281.5,97.5,97.5
yield.csv,98.5,392.5,98.5,96.5,295.0,286.5,292.5,197.5,98.5,193.0,366.0,197.5,96.5,99.0,281.5,196.0,97.5
