,barracudamvc.csv,openintents.csv,arsenal-1.csv,alembik.csv,mumble.csv,ontopia.csv,irplus.csv,lite.csv,mevenide.csv
alembik.csv,0.95,0.6,0.67,0.48,0.0,0.76,0.89,0.86,0.92
arsenal-1.csv,0.44,0.43,0.54,0.5,0.44,0.67,0.63,0.45,0.56
barracudamvc.csv,0.37,0.32,0.36,0.37,0.42,0.47,0.4,0.36,0.48
irplus.csv,0.71,0.86,0.92,0.48,0.92,0.94,0.62,0.56,0.93
lite.csv,0.81,0.88,0.73,0.8,0.93,0.92,0.9,0.64,0.92
mevenide.csv,0.77,0.62,0.75,0.88,0.8,0.7,0.86,0.88,0.85
mumble.csv,0.43,0.44,0.47,0.59,0.62,0.55,0.46,0.48,0.59
ontopia.csv,0.46,0.38,0.4,0.35,0.47,0.37,0.47,0.83,0.77
openintents.csv,0.57,0.52,0.42,0.39,0.9,0.74,0.61,0.39,0.69
