,x4x.csv,graphmak.csv,rectracker.csv,pdfedit.csv,wxlua.csv,jruby.csv
graphmak.csv,0.53,0.69,0.37,0.46,0.45,0.39
jruby.csv,0.69,0.48,0.27,0.15,0.18,0.6
pdfedit.csv,0.28,0.46,0.57,0.76,0.43,0.46
rectracker.csv,0.3,0.27,0.88,0.58,0.68,0.0
wxlua.csv,0.49,0.57,0.4,0.54,0.79,0.35
x4x.csv,0.67,0.66,0.29,0.38,0.49,0.0
