,x4x.csv,graphmak.csv,rectracker.csv,pdfedit.csv,wxlua.csv,jruby.csv
graphmak.csv,0.77,0.57,0.95,0.5,0.89,0.82
jruby.csv,0.88,0.32,0.66,0.71,0.93,0.88
pdfedit.csv,0.77,0.31,0.69,0.71,0.94,0.86
rectracker.csv,0.79,0.34,0.94,0.55,0.97,0.87
wxlua.csv,0.86,0.36,0.77,0.49,0.95,0.85
x4x.csv,0.88,0.41,0.7,0.49,0.93,0.86
