,etics.csv,badtrinity-zero.csv,mcore3d.csv,xbplayer.csv,kvs.csv,monetdb.csv,modellus.csv,boost.csv,gusanos.csv,projecteqemu.csv,pydev.csv,codepurge.csv,bibletime.csv
badtrinity-zero.csv,7.0,0.0,2.0,7.0,15.0,1.0,0.0,7.0,1.0,0.0,6.0,4.0,0.0
bibletime.csv,4.0,0.0,1.0,3.0,13.0,3.0,0.0,1.0,2.0,3.0,1.0,22.0,0.0
boost.csv,0.0,0.0,0.0,14.0,9.0,1.0,0.0,0.0,2.0,0.0,2.0,12.0,0.0
codepurge.csv,6.0,1.0,0.0,12.0,3.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0
etics.csv,0.0,0.0,1.0,1.0,24.0,7.0,5.0,1.0,3.0,0.0,2.0,12.0,0.0
gusanos.csv,5.0,0.0,3.0,0.0,17.0,2.0,2.0,10.0,0.0,2.0,16.0,16.0,0.0
kvs.csv,6.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,4.0,0.0,2.0,2.0,0.0
mcore3d.csv,11.0,0.0,0.0,4.0,3.0,8.0,3.0,12.0,1.0,1.0,15.0,24.0,0.0
modellus.csv,1.0,1.0,0.0,13.0,1.0,6.0,0.0,0.0,2.0,1.0,0.0,25.0,1.0
monetdb.csv,0.0,0.0,0.0,13.0,14.0,0.0,0.0,0.0,3.0,0.0,0.0,6.0,0.0
projecteqemu.csv,0.0,0.0,0.0,8.0,9.0,0.0,3.0,0.0,4.0,0.0,0.0,6.0,0.0
pydev.csv,0.0,1.0,0.0,13.0,10.0,1.0,7.0,1.0,2.0,0.0,0.0,168.0,0.0
xbplayer.csv,2.0,1.0,0.0,0.0,1.0,0.0,0.0,16.0,1.0,2.0,8.0,4.0,0.0
