,etics.csv,badtrinity-zero.csv,mcore3d.csv,xbplayer.csv,kvs.csv,monetdb.csv,modellus.csv,boost.csv,gusanos.csv,projecteqemu.csv,pydev.csv,codepurge.csv,bibletime.csv
badtrinity-zero.csv,0.38,1.0,0.69,0.4,0.24,0.44,0.56,0.44,0.8,0.5,0.39,0.19,0.94
bibletime.csv,0.43,0.6,0.74,0.45,0.23,0.41,0.67,0.45,0.82,0.57,0.38,0.17,1.0
boost.csv,0.26,0.61,0.69,0.29,0.29,0.44,0.55,1.0,0.63,0.47,0.42,0.21,0.85
codepurge.csv,0.41,0.62,0.79,0.31,0.35,0.49,0.5,0.51,0.77,0.51,0.44,1.0,0.84
etics.csv,1.0,0.54,0.69,0.45,0.19,0.34,0.62,0.39,0.7,0.5,0.41,0.16,0.81
gusanos.csv,0.35,0.47,0.75,0.41,0.22,0.26,0.57,0.4,0.99,0.39,0.34,0.17,0.88
kvs.csv,0.42,0.44,0.71,0.4,1.0,0.53,0.73,0.52,0.69,0.5,0.46,0.19,1.0
mcore3d.csv,0.19,0.52,0.99,0.39,0.24,0.29,0.55,0.39,0.81,0.45,0.32,0.17,0.88
modellus.csv,0.54,0.57,0.85,0.39,0.54,0.42,1.0,0.49,0.84,0.65,0.46,0.19,0.91
monetdb.csv,0.21,0.51,0.65,0.34,0.2,1.0,0.6,0.45,0.63,0.55,0.38,0.14,0.77
projecteqemu.csv,0.42,0.79,0.71,0.34,0.1,0.64,0.82,0.48,0.81,1.0,0.5,0.31,0.9
pydev.csv,0.41,0.41,0.72,0.31,0.22,0.72,0.69,0.33,0.67,0.44,0.97,0.0,0.79
xbplayer.csv,0.5,0.57,0.73,1.0,0.5,0.65,0.78,0.26,0.79,0.56,0.38,0.29,0.86
