,fritzing.csv,arianne.csv,xuggle.csv,emeraldemu.csv,yield.csv,rsyslog.csv,planeshift.csv,grafx2.csv,wow-qrsk.csv,bacnet.csv,gnupdate.csv,alsa.csv,ardour.csv,multitude.csv,salasaga.csv,keyczar.csv,xmoto.csv,cortex-vfx.csv,gstreamer.csv,linux-ntfs.csv
alsa.csv,98.5,99.0,1175.0,2706.0,98.5,377.5,99.0,97.5,2571.5,291.5,379.0,198.0,99.0,196.0,197.5,98.5,97.5,1962.0,99.0,196.0
ardour.csv,98.5,99.0,685.0,1524.0,94.5,85.5,97.5,97.5,2305.5,454.5,277.5,294.5,99.0,97.5,196.5,62.5,97.5,1569.0,99.0,195.0
arianne.csv,98.5,97.5,1960.5,3371.0,197.5,490.0,99.0,97.5,8887.5,390.0,936.0,297.0,99.0,97.5,197.5,88.5,97.5,1962.0,99.0,197.0
bacnet.csv,98.5,95.5,195.0,858.5,197.5,292.5,97.5,97.5,2173.0,193.0,89.5,295.0,99.0,97.5,196.5,98.5,97.5,193.0,99.0,187.0
cortex-vfx.csv,98.5,97.5,1175.0,738.0,98.5,85.5,98.5,97.5,275.5,291.5,183.0,99.0,99.0,196.0,196.5,96.5,92.5,478.5,99.0,97.5
emeraldemu.csv,98.5,99.0,1272.5,1143.0,98.5,50.5,97.5,81.5,3255.5,65.0,0.0,44.5,99.0,97.5,97.5,88.5,97.5,781.5,98.5,196.0
fritzing.csv,98.5,97.5,391.5,1105.0,98.5,184.5,98.5,97.5,274.5,390.0,284.5,198.0,99.0,285.5,196.5,88.5,97.5,271.5,99.0,196.0
gnupdate.csv,98.5,98.5,1960.5,1706.0,98.5,284.0,98.5,97.5,2061.0,95.5,280.5,99.0,99.0,196.0,196.5,98.5,95.5,1962.0,296.5,97.5
grafx2.csv,98.5,99.0,1550.0,1082.0,98.5,315.0,97.5,97.5,2382.5,389.0,260.5,196.0,99.0,97.5,97.5,88.5,97.5,279.5,99.0,196.0
gstreamer.csv,98.5,99.0,1762.5,2196.0,98.5,285.0,99.0,97.5,3313.0,290.5,563.0,297.0,99.0,196.0,98.5,98.5,97.5,1768.0,99.0,96.5
keyczar.csv,80.5,93.5,381.5,2964.5,590.5,292.5,286.5,240.5,8025.0,95.5,241.0,196.0,190.0,264.5,0.0,98.5,95.5,0.0,370.0,71.5
linux-ntfs.csv,98.5,99.0,390.5,2105.0,98.5,96.5,98.5,97.5,5735.0,289.5,650.5,393.5,99.0,196.0,98.5,98.5,97.5,96.5,99.0,98.5
multitude.csv,98.5,99.0,1960.5,754.5,98.5,285.0,99.0,97.5,2073.0,390.0,748.0,198.0,99.0,196.0,196.5,98.5,97.5,1766.0,99.0,197.0
planeshift.csv,98.5,99.0,1764.0,3184.5,197.5,481.0,99.0,97.5,5429.0,292.5,843.5,297.0,99.0,196.0,98.5,98.5,97.5,1962.0,99.0,196.0
rsyslog.csv,98.5,99.0,1960.5,2219.0,98.5,186.0,98.5,97.5,5371.0,191.0,357.0,196.0,99.0,97.5,98.5,88.5,97.5,1962.0,99.0,97.5
salasaga.csv,98.5,93.5,293.5,848.5,197.5,292.5,99.0,97.5,1895.0,289.5,655.5,493.0,99.0,196.0,197.5,98.5,97.5,387.0,99.0,87.5
wow-qrsk.csv,97.5,99.0,687.5,940.0,98.5,50.5,182.0,94.5,657.5,389.0,171.0,88.5,96.5,272.5,197.5,87.5,155.0,390.0,98.5,196.0
xmoto.csv,95.5,99.0,686.5,4404.0,98.5,579.5,98.5,97.5,4976.5,289.5,753.0,198.0,99.0,196.0,98.5,98.5,97.5,194.0,99.0,98.5
xuggle.csv,98.5,99.0,598.5,482.0,98.5,190.0,99.0,97.5,3633.0,390.0,936.0,394.0,99.0,97.5,98.5,96.5,97.5,96.5,99.0,196.0
yield.csv,98.5,99.0,1077.5,1821.5,98.5,285.0,98.5,97.5,3155.5,291.5,561.0,198.0,99.0,97.5,197.5,96.5,97.5,1765.5,99.0,196.0
