,jmoney.csv,array4j.csv,dxengine.csv,jsidplay2.csv,sblim.csv,piccolo2d.csv,jbpm.csv,log4net.csv,jmonkeyengine.csv,e-bio-flow.csv,tmva.csv,joustsim.csv,reaper3d.csv,jchassis.csv,chaosrts.csv,thedata.csv
array4j.csv,7.0,0.0,5.0,0.0,19.0,20.0,14.0,133.0,0.0,3.0,0.0,8.0,4.0,67.0,1.0,44.0
chaosrts.csv,8.0,7.0,5.0,0.0,34.0,20.0,36.0,26.0,0.0,1.0,0.0,28.0,44.0,67.0,0.0,7.0
dxengine.csv,3.0,78.0,0.0,1.0,0.0,10.0,4.0,133.0,0.0,3.0,3.0,3.0,8.0,67.0,0.0,65.0
e-bio-flow.csv,4.0,3.0,2.0,0.0,7.0,20.0,13.0,7.0,3.0,0.0,0.0,1.0,107.0,67.0,1.0,29.0
jbpm.csv,12.0,5.0,4.0,1.0,29.0,19.0,0.0,11.0,0.0,1.0,0.0,6.0,11.0,67.0,1.0,10.0
jchassis.csv,60.0,78.0,77.0,78.0,105.0,94.0,431.0,133.0,67.0,81.0,225.0,70.0,107.0,0.0,157.0,65.0
jmoney.csv,0.0,0.0,1.0,0.0,7.0,6.0,5.0,133.0,6.0,1.0,1.0,5.0,13.0,67.0,1.0,38.0
jmonkeyengine.csv,14.0,5.0,4.0,2.0,0.0,10.0,1.0,51.0,0.0,2.0,0.0,10.0,13.0,10.0,1.0,65.0
joustsim.csv,3.0,1.0,2.0,0.0,8.0,6.0,1.0,22.0,1.0,0.0,0.0,0.0,14.0,67.0,1.0,0.0
jsidplay2.csv,7.0,0.0,8.0,0.0,30.0,25.0,1.0,22.0,3.0,5.0,0.0,30.0,40.0,67.0,1.0,3.0
log4net.csv,60.0,78.0,77.0,78.0,105.0,94.0,0.0,0.0,67.0,81.0,225.0,70.0,107.0,67.0,157.0,65.0
piccolo2d.csv,0.0,0.0,77.0,78.0,105.0,0.0,4.0,133.0,1.0,3.0,225.0,70.0,107.0,67.0,0.0,65.0
reaper3d.csv,19.0,12.0,77.0,3.0,0.0,9.0,1.0,42.0,0.0,2.0,225.0,8.0,0.0,67.0,2.0,65.0
sblim.csv,2.0,0.0,77.0,0.0,0.0,0.0,0.0,133.0,2.0,0.0,0.0,1.0,107.0,67.0,0.0,10.0
thedata.csv,3.0,5.0,6.0,0.0,105.0,19.0,16.0,23.0,67.0,1.0,1.0,70.0,17.0,67.0,1.0,0.0
tmva.csv,12.0,3.0,6.0,1.0,0.0,21.0,21.0,25.0,0.0,1.0,0.0,30.0,9.0,7.0,2.0,9.0
