,jahshakafx.csv,unladen-swallow.csv,plee-the-bear.csv,reaper-ecad.csv,nullc.csv,ns-3.csv,novembre.csv,emeraldemu.csv,open-beos.csv,maya-work-in-progress.csv,cornerstone.csv,unimrcp.csv,planeshift.csv,grafx2.csv,sbml.csv,kindb.csv,ardour.csv,netatalk.csv
ardour.csv,0.37,0.46,0.42,0.62,0.75,0.67,0.57,0.51,0.66,0.91,0.63,0.96,0.57,1.04,0.57,0.69,0.03,0.72
cornerstone.csv,0.64,0.49,0.38,0.61,0.98,0.69,0.69,0.47,0.64,0.78,0.08,0.6,0.61,0.57,0.76,0.79,0.55,0.74
emeraldemu.csv,0.61,0.54,0.52,0.88,0.86,0.78,0.69,0.06,0.72,0.79,0.71,0.76,0.55,0.7,0.6,0.5,0.56,0.86
grafx2.csv,0.47,0.56,0.49,0.46,0.73,0.73,0.65,0.51,0.68,0.6,0.6,0.51,0.59,0.02,0.68,0.43,0.53,0.53
jahshakafx.csv,0.01,0.66,0.68,0.81,0.83,0.87,0.72,0.65,0.75,0.84,0.75,1.0,0.76,0.91,0.76,0.54,0.69,0.86
kindb.csv,0.41,0.46,0.54,0.44,0.7,0.63,0.57,0.47,0.57,0.49,0.56,0.45,0.65,0.62,0.45,0.06,0.48,0.64
maya-work-in-progress.csv,0.62,0.59,0.73,0.53,0.57,0.51,0.61,0.53,0.57,0.04,0.79,0.89,0.78,0.78,0.82,0.64,0.68,0.77
netatalk.csv,0.62,0.48,0.56,0.64,0.92,0.85,0.32,0.57,0.64,0.6,0.64,0.72,0.68,0.63,0.63,0.47,0.64,0.0
novembre.csv,0.57,0.48,0.48,0.64,0.76,0.86,0.07,0.58,0.8,0.78,0.72,0.93,0.71,0.61,0.73,0.47,0.56,0.71
ns-3.csv,0.6,0.55,0.66,0.84,0.61,0.04,0.83,0.64,0.57,0.61,0.65,1.0,0.7,0.97,0.75,0.57,0.7,0.64
nullc.csv,0.66,0.74,0.92,0.88,0.0,0.68,0.93,0.73,0.91,0.74,0.66,0.85,0.96,0.65,0.69,0.94,0.85,0.93
open-beos.csv,0.72,0.87,0.55,0.68,0.63,0.68,0.7,0.63,0.02,0.51,0.6,0.94,0.63,0.63,0.78,1.01,0.65,0.71
planeshift.csv,0.62,0.53,0.58,0.56,0.65,0.7,0.7,0.57,0.6,0.74,0.69,0.54,0.02,0.39,0.71,0.63,0.7,0.79
plee-the-bear.csv,0.91,0.82,0.12,0.88,1.01,0.93,0.82,0.9,0.85,0.98,0.76,0.98,0.78,0.89,0.9,0.91,0.88,0.99
reaper-ecad.csv,0.97,0.79,0.44,0.08,0.88,0.73,0.87,0.62,0.83,0.92,0.79,0.67,0.66,0.92,0.72,0.99,0.68,0.82
sbml.csv,0.5,0.58,0.63,0.78,0.67,0.58,0.79,0.68,0.59,0.59,0.7,0.63,0.64,0.44,0.04,0.37,0.7,0.61
unimrcp.csv,0.51,0.73,0.64,0.76,0.74,0.88,0.4,0.57,0.81,0.82,0.75,0.04,0.81,0.65,0.72,0.8,0.6,0.79
unladen-swallow.csv,0.94,0.37,0.89,1.0,0.78,0.74,0.74,0.87,0.93,0.94,0.76,0.81,0.75,0.73,0.85,0.8,0.82,0.74
