,jahshakafx.csv,unladen-swallow.csv,plee-the-bear.csv,reaper-ecad.csv,nullc.csv,ns-3.csv,novembre.csv,emeraldemu.csv,open-beos.csv,maya-work-in-progress.csv,cornerstone.csv,unimrcp.csv,planeshift.csv,grafx2.csv,sbml.csv,kindb.csv,ardour.csv,netatalk.csv
ardour.csv,0.64,0.33,0.24,0.28,0.41,0.49,0.45,0.54,0.46,0.17,0.51,0.42,0.63,0.55,0.59,0.47,0.98,0.36
cornerstone.csv,0.42,0.31,0.26,0.33,0.07,0.47,0.41,0.56,0.48,0.34,0.96,0.45,0.57,0.57,0.38,0.34,0.63,0.4
emeraldemu.csv,0.44,0.29,0.24,0.21,0.25,0.35,0.37,0.96,0.39,0.59,0.58,0.31,0.61,0.45,0.57,0.67,0.58,0.24
grafx2.csv,0.56,0.29,0.21,0.35,0.46,0.43,0.38,0.56,0.44,0.53,0.56,0.48,0.59,0.99,0.52,0.71,0.61,0.5
jahshakafx.csv,0.99,0.29,0.2,0.19,0.3,0.23,0.32,0.45,0.37,0.26,0.38,0.0,0.38,0.17,0.4,0.62,0.45,0.22
kindb.csv,0.61,0.33,0.16,0.35,0.54,0.56,0.52,0.56,0.53,0.62,0.67,0.54,0.58,0.53,0.77,0.97,0.68,0.39
maya-work-in-progress.csv,0.52,0.25,0.14,0.3,0.68,0.71,0.5,0.51,0.54,0.97,0.58,0.17,0.66,0.59,0.8,0.56,0.7,0.37
netatalk.csv,0.46,0.34,0.2,0.31,0.2,0.25,0.67,0.5,0.48,0.55,0.5,0.36,0.48,0.52,0.54,0.68,0.51,1.0
novembre.csv,0.51,0.33,0.28,0.31,0.39,0.24,0.97,0.48,0.3,0.36,0.41,0.12,0.46,0.53,0.46,0.68,0.59,0.33
ns-3.csv,0.46,0.27,0.14,0.18,0.58,0.98,0.45,0.48,0.53,0.49,0.51,0.42,0.79,0.68,0.64,0.75,0.71,0.46
nullc.csv,0.41,0.2,0.09,0.23,1.0,0.71,0.45,0.41,0.54,0.53,0.52,0.42,0.82,0.53,0.76,0.78,0.65,0.39
open-beos.csv,0.46,0.19,0.17,0.23,0.76,0.7,0.44,0.48,0.99,0.59,0.61,0.3,0.76,0.57,0.75,0.27,0.71,0.35
planeshift.csv,0.54,0.28,0.15,0.36,0.66,0.52,0.49,0.47,0.58,0.37,0.53,0.46,0.99,0.74,0.51,0.72,0.67,0.34
plee-the-bear.csv,0.28,0.13,0.92,0.21,0.64,0.63,0.3,0.28,0.45,0.49,0.54,0.35,0.65,0.51,0.52,0.6,0.36,0.29
reaper-ecad.csv,0.28,0.16,0.21,0.94,0.31,0.53,0.19,0.44,0.28,0.48,0.53,0.36,0.6,0.51,0.54,0.31,0.48,0.23
sbml.csv,0.53,0.28,0.15,0.27,0.51,0.67,0.44,0.48,0.55,0.51,0.43,0.51,0.81,0.68,0.98,0.82,0.65,0.43
unimrcp.csv,0.54,0.26,0.28,0.24,0.42,0.21,0.59,0.54,0.29,0.29,0.4,0.96,0.31,0.5,0.43,0.33,0.55,0.33
unladen-swallow.csv,0.18,0.7,0.08,0.0,0.38,0.5,0.3,0.2,0.12,0.11,0.54,0.28,0.6,0.41,0.6,0.35,0.34,0.32
