,jajuk.csv,zorannt.csv,vapor.csv,bacula.csv
bacula.csv,0.38,0.41,0.42,0.41
jajuk.csv,0.37,0.38,0.33,0.31
vapor.csv,0.73,0.8,0.55,0.89
zorannt.csv,0.46,0.51,0.49,0.42
