,jajuk.csv,zorannt.csv,vapor.csv,bacula.csv
bacula.csv,0.67,0.37,0.43,0.71
jajuk.csv,0.8,0.34,0.45,0.78
vapor.csv,0.36,0.07,0.45,0.15
zorannt.csv,0.64,0.47,0.33,0.76
