,jajuk.csv,zorannt.csv,vapor.csv,bacula.csv
bacula.csv,0.8,0.44,0.58,0.41
jajuk.csv,0.17,0.55,0.58,0.65
vapor.csv,0.53,0.03,0.28,0.02
zorannt.csv,0.29,0.19,0.49,0.63
