,jajuk.csv,zorannt.csv,vapor.csv,bacula.csv
bacula.csv,0.81,0.47,0.64,0.53
jajuk.csv,0.27,0.57,0.63,0.67
vapor.csv,0.84,0.96,0.56,0.92
zorannt.csv,0.47,0.4,0.72,0.66
