,jajuk.csv,zorannt.csv,vapor.csv,bacula.csv
bacula.csv,0.52,0.24,0.31,0.76
jajuk.csv,0.8,0.21,0.32,0.72
vapor.csv,0.38,0.2,0.39,0.89
zorannt.csv,0.66,0.37,0.26,0.72
