,qpe.csv,sepgsql.csv,ldview.csv,monetdb.csv,xpontus.csv,netatalk.csv,fmri-dmt.csv,synergyspace.csv,quark.csv,illumination.csv,gss.csv,olex2.csv,ftm.csv,arm-webradio.csv,fulguro.csv
arm-webradio.csv,0.17,0.04,0.23,0.49,0.02,0.4,0.04,0.24,0.23,0.21,0.5,0.46,0.61,1.0,0.12
fmri-dmt.csv,0.04,0.03,0.0,0.0,0.0,0.0,1.0,0.33,0.0,0.0,0.0,0.67,0.5,0.34,0.0
ftm.csv,0.16,0.01,0.62,0.45,0.03,0.0,0.17,0.26,0.27,0.1,0.5,0.6,0.98,0.0,0.09
fulguro.csv,0.13,0.1,0.0,0.25,0.06,0.0,0.12,0.25,0.5,0.0,0.0,0.5,0.41,1.0,1.0
gss.csv,0.1,0.05,0.46,0.43,0.01,0.31,0.1,0.27,0.24,0.22,1.0,0.56,0.51,0.27,0.15
illumination.csv,0.02,0.0,0.39,0.32,0.0,0.25,0.07,0.24,0.2,1.0,0.67,0.33,0.47,0.13,0.1
ldview.csv,0.07,0.05,1.0,0.47,0.0,0.33,0.05,0.25,0.2,0.26,0.82,0.53,0.49,0.12,0.1
monetdb.csv,0.13,0.05,0.42,0.98,0.03,0.22,0.15,0.19,0.2,0.18,0.77,0.46,0.45,0.29,0.11
netatalk.csv,0.17,0.08,0.44,0.5,0.0,1.0,0.18,0.31,0.24,0.28,1.0,0.69,0.66,0.3,0.11
olex2.csv,0.14,0.11,0.47,0.4,0.02,0.0,0.13,0.24,0.24,0.19,0.88,1.0,0.61,0.25,0.21
qpe.csv,1.0,0.0,0.3,0.32,0.0,0.21,0.06,0.21,0.16,0.35,0.58,0.56,0.46,0.5,0.09
quark.csv,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.92,0.0,1.0,0.33,0.57,0.75,0.0
sepgsql.csv,0.5,0.96,0.0,0.75,0.0,0.0,0.0,0.55,0.0,0.0,1.0,0.75,0.0,0.0,0.11
synergyspace.csv,0.12,0.04,0.47,0.42,0.03,0.5,0.11,1.0,0.17,0.21,0.83,0.53,0.47,0.25,0.2
