,qpe.csv,sepgsql.csv,ldview.csv,monetdb.csv,xpontus.csv,netatalk.csv,fmri-dmt.csv,synergyspace.csv,quark.csv,illumination.csv,gss.csv,olex2.csv,ftm.csv,arm-webradio.csv,fulguro.csv
arm-webradio.csv,0.42,0.88,0.9,0.66,0.46,0.73,0.93,0.67,0.79,0.74,0.84,0.71,0.53,0.0,0.7
fmri-dmt.csv,0.98,0.88,1.0,1.0,1.02,1.0,0.17,0.96,1.0,1.0,1.0,0.97,0.98,0.57,1.0
ftm.csv,0.56,0.98,0.63,0.56,0.27,1.01,0.69,0.79,0.59,0.93,0.84,0.68,0.02,1.01,0.82
fulguro.csv,0.8,0.75,1.0,0.96,0.15,1.0,0.84,0.85,0.85,1.0,1.0,0.83,0.9,0.91,0.27
gss.csv,0.68,0.88,0.57,0.57,0.73,0.69,0.78,0.57,0.62,0.77,0.03,0.56,0.7,0.99,0.62
illumination.csv,1.01,1.0,0.66,0.71,1.01,0.75,0.86,0.64,0.74,0.18,0.6,0.97,0.79,1.02,0.8
ldview.csv,0.77,0.76,0.0,0.56,1.03,0.65,0.89,0.62,0.82,0.74,0.71,0.72,0.73,0.95,0.81
monetdb.csv,0.51,0.66,0.61,0.06,0.32,0.83,0.57,0.79,0.82,0.77,0.68,0.71,0.78,0.87,0.75
netatalk.csv,0.55,0.5,0.71,0.53,1.03,0.07,0.44,0.85,0.63,0.73,0.7,0.65,0.59,0.8,0.76
olex2.csv,0.52,0.75,0.7,0.61,0.51,1.0,0.55,0.74,0.64,0.78,0.54,0.02,0.52,0.75,0.5
qpe.csv,0.08,1.0,0.79,0.71,1.1,0.82,0.84,0.72,0.91,0.54,0.96,0.84,0.89,0.83,0.83
quark.csv,1.0,1.0,1.0,0.96,1.0,1.0,1.0,1.0,0.08,1.0,0.97,0.98,0.81,0.91,1.0
sepgsql.csv,0.97,0.11,1.0,0.94,1.0,1.0,1.0,0.77,1.01,1.0,0.97,0.95,1.0,1.0,0.91
synergyspace.csv,0.55,0.79,0.67,0.75,0.25,0.93,0.7,0.0,0.92,0.8,0.83,0.76,0.81,0.75,0.82
