,ktc.csv,elmo.csv,neoengine.csv,zscreen.csv,rosegarden.csv,nicepress.csv,decidr.csv,gpac.csv,sylpheed-claws.csv,smarttag.csv,xemeiah.csv,sigil.csv,pcsx2.csv,img-browse-sort.csv,enzo.csv,doomlegacy.csv,salasaga.csv,pi-qmc.csv,open-ms.csv,skia.csv
decidr.csv,0.52,0.51,0.53,0.93,0.84,0.97,0.23,0.89,0.91,0.9,0.68,0.78,0.96,1.0,1.0,0.77,0.99,0.91,0.78,0.93
doomlegacy.csv,0.39,0.04,0.88,0.3,0.6,0.61,0.92,0.09,0.09,0.85,0.46,0.92,0.28,0.29,0.2,0.38,0.12,1.0,0.42,0.67
elmo.csv,0.35,0.27,0.11,0.3,0.3,0.2,0.17,0.34,0.26,0.05,0.14,0.11,0.23,0.39,0.12,0.62,0.09,0.2,0.36,0.24
enzo.csv,0.94,0.91,0.73,0.96,0.78,0.65,0.8,0.83,0.66,0.85,0.87,0.76,0.6,1.0,0.28,0.73,0.61,0.93,0.85,0.72
gpac.csv,0.05,1.0,0.97,0.93,0.24,0.87,0.94,0.34,1.0,0.97,0.83,1.0,0.89,0.89,0.16,0.27,0.98,1.0,0.37,0.72
img-browse-sort.csv,0.3,0.46,0.27,0.22,0.27,0.29,0.37,0.38,0.29,0.74,0.44,0.32,0.3,0.18,0.08,0.19,0.64,0.05,0.38,0.41
ktc.csv,0.24,0.25,0.28,0.07,0.17,0.12,0.32,0.51,0.26,0.28,0.1,0.11,0.25,0.79,0.08,0.27,0.36,0.07,0.32,0.26
neoengine.csv,0.19,0.96,0.3,0.22,0.2,0.39,0.37,1.0,0.67,0.56,0.09,0.11,0.76,0.5,0.2,0.5,0.98,0.09,0.49,0.59
nicepress.csv,0.46,0.76,0.89,0.44,0.41,0.22,0.57,0.91,0.93,0.59,0.24,0.78,0.67,0.71,0.28,0.15,0.64,0.71,0.76,0.46
open-ms.csv,0.38,0.25,0.25,0.11,0.29,0.13,0.59,0.21,0.1,0.05,0.26,0.35,0.25,0.55,0.0,0.42,0.14,0.36,0.34,0.26
pcsx2.csv,0.48,0.9,0.06,0.63,0.13,0.43,0.18,0.6,0.53,0.38,0.09,0.11,0.4,0.45,0.2,0.23,1.0,0.05,0.95,0.37
pi-qmc.csv,0.4,1.0,0.6,0.56,0.29,0.36,0.24,1.0,0.98,0.56,0.35,0.27,0.73,0.87,0.2,0.65,0.26,0.18,0.5,0.76
rosegarden.csv,0.44,0.63,0.92,0.15,0.22,0.41,0.78,0.4,0.22,0.26,0.27,0.57,0.43,0.63,0.4,0.69,0.71,0.7,0.81,0.48
salasaga.csv,0.26,0.09,0.32,0.22,0.41,0.84,0.39,0.81,0.74,0.79,0.58,0.11,0.54,0.42,0.68,0.42,0.29,0.11,0.26,0.72
sigil.csv,0.27,0.28,0.19,0.11,0.18,0.29,0.58,0.11,0.07,0.85,0.35,0.22,0.15,0.37,0.16,0.08,0.11,0.11,0.27,0.35
skia.csv,0.32,0.69,0.3,0.44,0.2,0.16,0.42,0.34,0.18,0.05,0.27,0.27,0.29,0.66,0.12,0.23,0.32,0.16,0.64,0.35
smarttag.csv,0.56,0.31,0.65,0.52,0.53,0.43,0.37,0.34,0.12,0.26,0.54,0.14,0.28,0.37,0.6,0.69,0.06,0.11,0.68,0.52
sylpheed-claws.csv,0.89,1.0,0.85,1.0,0.91,1.0,0.85,0.51,0.31,0.92,0.99,0.97,1.0,0.97,1.0,1.0,1.0,1.0,0.97,1.0
xemeiah.csv,0.28,0.18,0.65,0.07,0.38,0.57,0.81,0.66,0.72,0.82,0.29,0.19,0.45,0.76,0.88,0.35,0.45,0.21,0.45,0.65
zscreen.csv,0.38,0.1,0.17,0.19,0.27,0.51,0.57,0.13,0.03,0.15,0.5,0.27,0.25,0.66,1.0,0.31,0.63,0.11,0.54,0.48
