,orc.csv,magicwars.csv,haggle.csv,java-gnome.csv,archive-crawler.csv,servicestack.csv,gisgraphy.csv
archive-crawler.csv,0.23,0.25,0.52,0.47,0.97,0.28,0.41
gisgraphy.csv,0.35,0.45,0.59,0.26,0.43,0.41,1.0
haggle.csv,0.54,0.41,0.99,0.27,0.43,0.22,0.17
java-gnome.csv,0.6,0.1,0.24,1.0,0.38,0.21,0.11
magicwars.csv,0.0,0.97,0.0,0.0,0.17,0.0,0.3
orc.csv,0.9,0.12,0.01,0.0,0.34,0.62,0.46
servicestack.csv,0.57,0.46,0.61,0.24,0.57,0.95,0.58
