,kmatplot.csv,firebird.csv,popeye-chess.csv,cities3d.csv,mscore.csv,openmalaria.csv,riff-evolve.csv
cities3d.csv,0.48,0.6,0.65,0.97,0.74,0.47,0.56
firebird.csv,0.52,0.5,0.59,0.63,0.63,0.85,0.64
kmatplot.csv,0.86,0.69,0.88,0.99,0.97,0.75,0.97
mscore.csv,0.47,0.41,0.43,0.48,0.47,0.63,0.63
openmalaria.csv,0.41,0.37,0.43,0.37,0.41,0.51,0.41
popeye-chess.csv,0.44,0.4,0.55,0.41,0.45,0.59,0.59
riff-evolve.csv,0.46,0.39,0.46,0.84,0.48,0.55,0.57
