,kmatplot.csv,firebird.csv,popeye-chess.csv,cities3d.csv,mscore.csv,openmalaria.csv,riff-evolve.csv
cities3d.csv,0.51,0.19,0.93,0.0,0.35,0.8,0.74
firebird.csv,0.53,0.01,0.36,0.31,0.25,0.31,0.31
kmatplot.csv,0.01,0.14,0.14,0.17,0.13,0.0,0.06
mscore.csv,0.72,0.31,0.07,0.47,0.0,0.22,0.61
openmalaria.csv,0.59,0.45,0.09,0.53,0.34,0.0,0.35
popeye-chess.csv,0.45,0.32,0.02,0.51,0.19,0.06,0.23
riff-evolve.csv,0.49,0.43,0.2,0.19,0.48,0.47,0.0
