,kmatplot.csv,firebird.csv,popeye-chess.csv,cities3d.csv,mscore.csv,openmalaria.csv,riff-evolve.csv
cities3d.csv,0.7,0.36,0.25,0.91,0.41,0.48,0.55
firebird.csv,0.65,0.99,0.69,0.61,0.5,0.28,0.59
kmatplot.csv,0.94,0.39,0.36,0.36,0.23,0.12,0.29
mscore.csv,0.57,0.61,0.56,0.75,0.98,0.49,0.52
openmalaria.csv,0.71,0.59,0.54,0.64,0.63,0.98,0.53
popeye-chess.csv,0.68,0.55,0.92,0.66,0.53,0.5,0.37
riff-evolve.csv,0.71,0.64,0.53,0.43,0.63,0.61,0.99
